Salary,Year,Player,Pos,Age,Team,Championship Wins,RunnerUp Count,TRB,AST,STL,BLK,TOV,PF,PER,FG%,3P%,FTA,FT%,PTS,Championship Appearance Y/N
700000,2005,Rodney White,SF,24,Golden State Warriors,0.0,0.0,15.0,8,2.0,1.0,10.0,13,6.2,0.371,0.313,10,0.6,57,0.0
800000,2005,Anthony Peeler,SG,35,Washington Wizards,0.0,0.0,65.0,57,18.0,2.0,28.0,39,10.2,0.373,0.385,18,0.889,153,0.0
600000,2005,Clarence Weatherspoon,PF,34,Houston Rockets,0.0,0.0,122.0,17,9.0,6.0,15.0,74,9.0,0.41200000000000003,0.0,35,0.8290000000000001,123,0.0
700000,2005,John Thomas,C,29,Minnesota Timberwolves,0.0,0.0,97.0,17,15.0,13.0,18.0,82,9.1,0.488,0.0,46,0.5870000000000001,111,0.0
800000,2005,Raul Lopez,PG,24,Utah Jazz,0.0,0.0,39.0,123,22.0,3.0,47.0,78,12.9,0.42200000000000004,0.444,33,0.818,161,0.0
700000,2005,Zoran Planinic,PG,22,New Jersey Nets,0.0,0.0,69.0,44,25.0,0.0,41.0,76,12.5,0.44799999999999995,0.375,66,0.6970000000000001,217,0.0
600000,2005,Richie Frahm,SG,27,Portland Trail Blazers,0.0,0.0,61.0,30,15.0,4.0,14.0,35,12.4,0.4,0.38799999999999996,25,0.84,164,0.0
2700000,2005,Anthony Goldwire,PG,33,Milwaukee Bucks,0.0,1.0,51.0,78,15.0,0.0,14.0,27,15.9,0.43799999999999994,0.408,23,0.826,154,1.0
700000,2005,Ronald Dupree,SF,24,Detroit Pistons,0.0,1.0,95.0,24,7.0,10.0,22.0,60,11.8,0.48,0.5,47,0.617,152,1.0
700000,2005,Zarko Cabarkapa,PF,23,Golden State Warriors,0.0,0.0,99.0,25,10.0,5.0,30.0,59,16.5,0.48200000000000004,0.361,64,0.813,229,0.0
600000,2005,Wesley Person,SF,33,Denver Nuggets,0.0,0.0,61.0,28,13.0,4.0,10.0,24,15.6,0.485,0.485,9,0.556,202,0.0
900000,2005,Ervin Johnson,C,37,Minnesota Timberwolves,0.0,0.0,113.0,6,7.0,13.0,18.0,86,8.3,0.519,1.0,25,0.64,73,0.0
3600000,2005,Charlie Ward,PG,34,Houston Rockets,0.0,0.0,39.0,43,15.0,0.0,18.0,22,8.7,0.312,0.314,13,0.846,75,0.0
600000,2005,Vitaly Potapenko,C,29,Seattle Supersonics,0.0,0.0,78.0,9,7.0,3.0,12.0,53,14.5,0.517,0.0,31,0.871,117,0.0
700000,2005,Andre Barrett,PG,22,Orlando Magic,0.0,0.0,21.0,27,5.0,1.0,11.0,16,14.0,0.455,0.33299999999999996,9,0.778,62,0.0
900000,2005,Ben Handlogten,C,31,Utah Jazz,0.0,0.0,65.0,13,7.0,5.0,18.0,55,10.3,0.518,0.0,17,0.529,95,0.0
1200000,2005,Kendall Gill,SG,36,Milwaukee Bucks,0.0,0.0,37.0,27,14.0,4.0,9.0,37,12.2,0.4,0.33299999999999996,20,0.9,85,0.0
600000,2005,Michael Curry,SF,36,Indiana Pacers,0.0,0.0,27.0,15,5.0,4.0,5.0,39,5.1,0.44799999999999995,0.0,8,0.5,30,0.0
700000,2005,Kerry Kittles,SG,30,Los Angeles Clippers,0.0,0.0,32.0,20,8.0,3.0,7.0,12,10.0,0.384,0.33299999999999996,10,0.6,69,0.0
700000,2005,Antonio Burks,PG,24,Memphis Grizzlies,0.0,0.0,12.0,28,13.0,1.0,12.0,25,12.8,0.467,0.273,19,0.737,73,0.0
1000000,2005,Glenn Robinson,SF,32,San Antonio Spurs,1.0,0.0,24.0,8,4.0,3.0,7.0,19,17.2,0.442,0.33299999999999996,23,0.87,90,1.0
900000,2005,James Thomas,PF,24,Atlanta Hawks,0.0,0.0,2.0,0,0.0,0.0,0.0,1,21.8,0.5,0.0,0,0.0,2,0.0
800000,2005,Dion Glover,SG,26,San Antonio Spurs,1.0,0.0,11.0,4,3.0,3.0,2.0,9,14.0,0.364,0.125,10,0.8,25,1.0
2800000,2006,Jumaine Jones,PF,26,Charlotte Hornets,0.0,0.0,376.0,63,68.0,22.0,74.0,200,12.1,0.405,0.34299999999999997,121,0.727,799,0.0
3400000,2006,Chris Mihm,C,26,Los Angeles Lakers,0.0,0.0,373.0,61,16.0,73.0,83.0,214,15.3,0.501,0.0,201,0.716,604,0.0
1000000,2006,Eddie Griffin,C,23,Minnesota Timberwolves,0.0,0.0,389.0,40,13.0,148.0,43.0,125,12.2,0.35100000000000003,0.195,74,0.595,320,0.0
1300000,2006,Bernard Robinson,SF,25,Charlotte Hornets,0.0,0.0,219.0,77,81.0,10.0,74.0,141,12.0,0.43,0.095,134,0.7909999999999999,422,0.0
900000,2006,Salim Stoudamire,SG,23,Atlanta Hawks,0.0,0.0,116.0,75,27.0,3.0,82.0,118,12.5,0.415,0.38,110,0.9,589,0.0
700000,2006,Orien Greene,PG,23,Boston Celtics,0.0,0.0,145.0,129,77.0,10.0,109.0,181,6.4,0.395,0.225,68,0.662,254,0.0
700000,2006,Malik Rose,PF,31,New York Knicks,0.0,0.0,259.0,67,43.0,14.0,80.0,145,10.2,0.374,1.0,137,0.7809999999999999,318,0.0
600000,2006,Ike Diogu,PF,22,Golden State Warriors,0.0,0.0,229.0,29,15.0,30.0,78.0,164,15.8,0.524,0.0,168,0.81,486,0.0
1100000,2006,Toni Kukoc,PF,37,Milwaukee Bucks,0.0,0.0,150.0,139,33.0,17.0,66.0,87,11.9,0.389,0.306,56,0.7140000000000001,317,0.0
1400000,2006,Qyntel Woods,SF,24,New York Knicks,0.0,0.0,190.0,47,32.0,13.0,61.0,96,12.4,0.508,0.36700000000000005,76,0.645,329,0.0
700000,2006,Robert Swift,C,20,Seattle Supersonics,0.0,0.0,264.0,8,15.0,56.0,49.0,142,12.7,0.515,0.0,91,0.5820000000000001,301,0.0
600000,2006,Daniel Ewing,SG,22,Los Angeles Clippers,0.0,0.0,85.0,84,37.0,6.0,57.0,86,7.6,0.38,0.282,46,0.7829999999999999,252,0.0
700000,2006,Pat Garrity,PF,29,Orlando Magic,0.0,0.0,108.0,38,12.0,9.0,38.0,108,9.1,0.41700000000000004,0.38799999999999996,37,0.8109999999999999,282,0.0
1200000,2006,DerMarr Johnson,SG,25,Denver Nuggets,0.0,0.0,96.0,55,25.0,26.0,46.0,86,11.7,0.431,0.35,42,0.81,354,0.0
700000,2006,Jiri Welsch,SF,26,Milwaukee Bucks,0.0,0.0,111.0,62,34.0,1.0,41.0,65,9.8,0.387,0.28600000000000003,87,0.747,251,0.0
1400000,2006,Greg Ostertag,C,32,Utah Jazz,0.0,0.0,225.0,58,6.0,66.0,46.0,129,11.6,0.49200000000000005,0.0,48,0.5,146,0.0
700000,2006,Troy Hudson,PG,29,Minnesota Timberwolves,0.0,0.0,44.0,106,12.0,4.0,40.0,55,12.2,0.381,0.396,52,0.9229999999999999,342,0.0
600000,2006,Michael Olowokandi,C,30,Boston Celtics,0.0,0.0,41.0,6,3.0,6.0,14.0,22,6.8,0.444,0.0,8,0.625,45,0.0
800000,2006,Antonio Davis,C,37,Toronto Raptors,0.0,0.0,36.0,7,3.0,1.0,8.0,26,5.9,0.452,0.0,20,0.35,35,0.0
600000,2006,Jackie Butler,C,20,New York Knicks,0.0,0.0,183.0,25,17.0,31.0,62.0,127,14.8,0.544,0.0,77,0.753,292,0.0
800000,2006,Justin Reed,SF,24,Minnesota Timberwolves,0.0,0.0,95.0,34,18.0,11.0,37.0,118,9.8,0.425,0.0,80,0.775,250,0.0
1100000,2006,Aaron Williams,C,34,New Orleans Hornets,0.0,0.0,166.0,16,13.0,18.0,25.0,110,12.2,0.516,0.0,52,0.6729999999999999,197,0.0
600000,2006,Shandon Anderson,SF,32,Miami Heat,1.0,0.0,81.0,30,17.0,6.0,24.0,75,6.2,0.429,0.263,18,0.722,126,1.0
800000,2006,Jeff McInnis,SG,31,New Jersey Nets,0.0,0.0,50.0,52,11.0,2.0,29.0,37,9.2,0.441,0.188,29,0.69,149,0.0
900000,2006,Donell Taylor,SG,23,Washington Wizards,0.0,0.0,53.0,45,30.0,4.0,34.0,47,10.1,0.39,0.235,43,0.698,140,0.0
700000,2006,Zeljko Rebraca,C,33,Los Angeles Clippers,0.0,0.0,64.0,9,5.0,19.0,24.0,59,10.7,0.542,0.0,41,0.7559999999999999,135,0.0
1000000,2006,Stacey Augmon,SF,37,Orlando Magic,0.0,0.0,53.0,23,12.0,6.0,11.0,40,7.6,0.342,0.0,30,0.7,71,0.0
2100000,2006,Tony Delk,PG,32,Detroit Pistons,0.0,0.0,51.0,33,13.0,1.0,19.0,28,16.1,0.444,0.426,25,0.72,180,0.0
600000,2006,Jon Barry,SG,36,Houston Rockets,0.0,0.0,31.0,26,13.0,1.0,22.0,25,8.5,0.385,0.375,29,0.828,86,0.0
1000000,2006,Loren Woods,C,27,Toronto Raptors,0.0,0.0,110.0,4,9.0,23.0,16.0,49,12.3,0.475,0.0,14,0.429,62,0.0
1000000,2006,Laron Profit,SG,28,Los Angeles Lakers,0.0,0.0,43.0,15,11.0,5.0,24.0,25,11.8,0.47600000000000003,0.16699999999999998,24,0.875,104,0.0
700000,2006,Rawle Marshall,SF,23,Dallas Mavericks,0.0,1.0,31.0,10,8.0,7.0,15.0,17,10.1,0.4,0.33299999999999996,29,0.759,71,1.0
700000,2006,Gerald Fitch,PG,23,Miami Heat,1.0,0.0,30.0,33,7.0,5.0,15.0,28,10.2,0.337,0.26899999999999996,23,0.7390000000000001,84,1.0
700000,2006,Voshon Lenard,SG,32,Portland Trail Blazers,0.0,0.0,19.0,23,13.0,2.0,20.0,18,11.8,0.375,0.349,18,0.611,92,0.0
2300000,2006,Doug Christie,SG,35,Dallas Mavericks,0.0,1.0,13.0,14,9.0,1.0,6.0,10,6.8,0.34600000000000003,0.0,12,0.667,26,1.0
1000000,2006,Chris Taft,C,20,Golden State Warriors,0.0,0.0,36.0,2,2.0,7.0,2.0,25,15.6,0.605,0.0,6,0.16699999999999998,47,0.0
900000,2006,Eddie Basden,SF,22,Chicago Bulls,0.0,0.0,28.0,8,9.0,2.0,9.0,17,10.3,0.405,0.14300000000000002,10,0.8,39,0.0
700000,2006,Billy Thomas,SG,30,Washington Wizards,0.0,0.0,14.0,9,10.0,1.0,6.0,19,9.8,0.325,0.33299999999999996,2,1.0,38,0.0
800000,2006,Jamal Sampson,PF,22,Sacramento Kings,0.0,0.0,18.0,5,0.0,4.0,0.0,5,24.4,0.7140000000000001,0.0,2,0.0,10,0.0
1400000,2007,Mark Blount,C,31,Minnesota Timberwolves,0.0,0.0,505.0,67,43.0,58.0,159.0,239,12.7,0.509,0.29,195,0.754,1010,0.0
3900000,2007,Smush Parker,PG,25,Los Angeles Lakers,0.0,0.0,206.0,228,119.0,10.0,153.0,211,11.6,0.436,0.365,175,0.6459999999999999,907,0.0
700000,2007,Adam Morrison,PF,22,Charlotte Hornets,0.0,0.0,230.0,163,28.0,6.0,130.0,179,7.9,0.376,0.337,169,0.71,917,0.0
1800000,2007,Shareef Abdur-Rahim,C,30,Sacramento Kings,0.0,0.0,398.0,109,53.0,40.0,116.0,243,13.1,0.474,0.15,234,0.726,793,0.0
1400000,2007,Eric Snow,PG,33,Cleveland Cavaliers,0.0,1.0,188.0,330,55.0,16.0,111.0,185,8.6,0.41700000000000004,0.0,113,0.637,342,1.0
800000,2007,Jason Collins,PF,28,New Jersey Nets,0.0,0.0,316.0,46,40.0,38.0,73.0,273,3.0,0.364,0.0,127,0.465,169,0.0
1400000,2007,Steven Hunter,PF,25,Philadelphia 76ers,0.0,0.0,335.0,26,13.0,76.0,65.0,137,12.3,0.5770000000000001,0.0,151,0.49,450,0.0
700000,2007,Gary Payton,PG,38,Miami Heat,0.0,0.0,132.0,201,43.0,3.0,66.0,117,9.0,0.39299999999999996,0.26,57,0.667,358,0.0
1000000,2007,Corliss Williamson,PF,33,Sacramento Kings,0.0,0.0,221.0,39,29.0,15.0,97.0,183,12.7,0.51,0.0,207,0.715,620,0.0
2900000,2007,Darrell Armstrong,PG,38,Indiana Pacers,0.0,0.0,135.0,191,70.0,6.0,76.0,102,15.1,0.414,0.336,93,0.785,457,0.0
1700000,2007,Etan Thomas,C,28,Washington Wizards,0.0,0.0,377.0,29,22.0,89.0,71.0,162,15.6,0.574,0.0,138,0.5579999999999999,395,0.0
4700000,2007,Derek Anderson,SF,32,Charlotte Hornets,0.0,0.0,113.0,133,52.0,7.0,56.0,115,13.7,0.429,0.355,106,0.877,399,0.0
800000,2007,Speedy Claxton,PG,28,Atlanta Hawks,0.0,0.0,81.0,185,72.0,4.0,75.0,131,7.3,0.327,0.214,60,0.55,221,0.0
700000,2007,Jake Voskuhl,C,29,Charlotte Hornets,0.0,0.0,256.0,44,30.0,24.0,56.0,199,10.9,0.475,0.0,113,0.6809999999999999,319,0.0
700000,2007,Lorenzen Wright,C,31,Atlanta Hawks,0.0,0.0,216.0,40,28.0,28.0,39.0,204,6.6,0.44799999999999995,0.0,32,0.281,173,0.0
800000,2007,Marc Jackson,PF,32,New Orleans Hornets,0.0,0.0,192.0,58,21.0,7.0,65.0,89,11.9,0.41,0.0,103,0.8740000000000001,408,0.0
900000,2007,Lawrence Roberts,PF,24,Memphis Grizzlies,0.0,0.0,261.0,30,36.0,13.0,36.0,133,13.4,0.452,0.0,131,0.725,283,0.0
700000,2007,Clifford Robinson,C,40,New Jersey Nets,0.0,0.0,122.0,51,12.0,23.0,30.0,98,5.9,0.37200000000000005,0.379,36,0.444,203,0.0
4000000,2007,Sean May,PF,22,Charlotte Hornets,0.0,0.0,233.0,66,19.0,24.0,56.0,100,19.1,0.5,0.667,112,0.768,416,0.0
800000,2007,Alexander Johnson,PF,23,Memphis Grizzlies,0.0,0.0,181.0,17,25.0,35.0,47.0,137,13.2,0.5379999999999999,0.0,118,0.6609999999999999,260,0.0
900000,2007,Allan Ray,SG,22,Boston Celtics,0.0,0.0,69.0,43,20.0,3.0,42.0,85,10.0,0.386,0.414,55,0.764,290,0.0
1000000,2007,Michael Doleac,C,29,Miami Heat,0.0,0.0,155.0,22,18.0,15.0,30.0,96,11.0,0.469,0.0,41,0.878,200,0.0
700000,2007,Sarunas Jasikevicius,PG,30,Golden State Warriors,0.0,0.0,21.0,61,13.0,1.0,31.0,22,11.3,0.366,0.273,31,0.871,113,0.0
1800000,2007,Adrian Griffin,SF,32,Chicago Bulls,0.0,0.0,109.0,59,32.0,4.0,38.0,78,10.7,0.473,0.0,19,0.789,137,0.0
800000,2007,Junior Harrington,PG,26,Memphis Grizzlies,0.0,0.0,68.0,89,21.0,5.0,52.0,79,8.9,0.41600000000000004,0.26899999999999996,46,0.674,152,0.0
1600000,2007,Dale Davis,C,37,Detroit Pistons,0.0,0.0,137.0,12,10.0,34.0,15.0,59,13.2,0.446,0.0,26,0.654,83,0.0
1800000,2007,Bo Outlaw,PF,35,Orlando Magic,0.0,0.0,106.0,16,17.0,6.0,21.0,57,11.4,0.667,0.0,22,0.591,81,0.0
900000,2007,Dee Brown,PG,22,Utah Jazz,0.0,0.0,40.0,83,22.0,7.0,31.0,51,8.6,0.327,0.214,37,0.649,94,0.0
800000,2007,Alan Henderson,PF,34,Philadelphia 76ers,0.0,0.0,107.0,10,9.0,12.0,12.0,62,15.7,0.642,0.0,47,0.7020000000000001,119,0.0
900000,2007,Mike Sweetney,C,24,Chicago Bulls,0.0,0.0,120.0,28,9.0,11.0,42.0,79,10.9,0.433,0.0,66,0.561,153,0.0
1000000,2007,Keith McLeod,PG,27,Indiana Pacers,0.0,0.0,22.0,45,7.0,2.0,23.0,30,8.0,0.386,0.318,25,0.88,93,0.0
800000,2007,David Wesley,SG,36,Cleveland Cavaliers,0.0,1.0,35.0,37,12.0,4.0,17.0,32,6.6,0.293,0.237,28,0.7140000000000001,73,1.0
700000,2007,Shammond Williams,PG,31,Los Angeles Lakers,0.0,0.0,40.0,31,12.0,0.0,13.0,20,10.8,0.40700000000000003,0.4,6,0.667,94,0.0
800000,2007,Jalen Rose,SF,34,Phoenix Suns,0.0,0.0,23.0,16,5.0,2.0,9.0,22,13.4,0.442,0.447,12,0.917,108,0.0
700000,2007,Viktor Khryapa,PF,24,Chicago Bulls,0.0,0.0,57.0,21,10.0,1.0,16.0,53,9.5,0.386,0.0,26,0.731,73,0.0
1000000,2007,Scott Padgett,PF,30,Memphis Grizzlies,0.0,0.0,9.0,0,1.0,0.0,1.0,2,0.9,0.14300000000000002,0.0,2,0.0,2,0.0
700000,2007,Jake Tsakalidis,C,27,Houston Rockets,0.0,0.0,40.0,3,1.0,1.0,3.0,17,12.0,0.409,0.0,15,0.8,30,0.0
700000,2007,Luke Jackson,SF,25,Toronto Raptors,0.0,0.0,9.0,9,5.0,1.0,6.0,12,12.5,0.514,0.308,9,0.556,45,0.0
700000,2007,Eric Williams,SF,34,Charlotte Hornets,1.0,0.0,3.0,1,1.0,0.0,2.0,6,2.4,0.308,0.0,7,0.5710000000000001,12,1.0
4000000,2008,Ricky Davis,SF,28,Miami Heat,0.0,0.0,353.0,276,87.0,14.0,191.0,187,12.0,0.433,0.405,197,0.787,1130,0.0
3500000,2008,Marko Jaric,SG,29,Minnesota Timberwolves,0.0,0.0,222.0,311,97.0,32.0,128.0,180,12.1,0.43,0.36200000000000004,163,0.742,621,0.0
4200000,2008,Antonio Daniels,PG,32,Washington Wizards,0.0,0.0,203.0,340,69.0,2.0,91.0,78,13.7,0.45899999999999996,0.23,219,0.7759999999999999,597,0.0
1300000,2008,Matt Carroll,SG,27,Charlotte Hornets,0.0,0.0,226.0,73,46.0,19.0,58.0,187,10.7,0.428,0.436,138,0.804,720,0.0
900000,2008,Bostjan Nachbar,PF,27,New Jersey Nets,0.0,0.0,260.0,88,44.0,21.0,85.0,182,12.4,0.402,0.359,196,0.7859999999999999,738,0.0
700000,2008,Eddy Curry,C,25,New York Knicks,0.0,0.0,275.0,32,14.0,29.0,126.0,157,15.0,0.546,0.0,300,0.623,781,0.0
700000,2008,Kareem Rush,SG,27,Indiana Pacers,0.0,0.0,168.0,89,42.0,19.0,62.0,108,10.0,0.401,0.389,42,0.7140000000000001,588,0.0
1100000,2008,Damon Jones,SG,31,Cleveland Cavaliers,0.0,0.0,72.0,126,19.0,1.0,36.0,66,11.3,0.41600000000000004,0.41700000000000004,28,0.7140000000000001,437,0.0
900000,2008,Josh Powell,C,25,Los Angeles Clippers,0.0,0.0,331.0,47,14.0,23.0,65.0,130,10.7,0.46,0.0,87,0.7240000000000001,353,0.0
700000,2008,Jacque Vaughn,PG,32,San Antonio Spurs,0.0,0.0,74.0,159,23.0,1.0,54.0,97,9.2,0.428,0.3,80,0.763,306,0.0
2300000,2008,Bonzi Wells,SG,31,New Orleans Hornets,0.0,0.0,71.0,17,24.0,8.0,27.0,44,15.1,0.49,0.33299999999999996,53,0.66,193,0.0
800000,2008,Dan Dickau,PG,29,Los Angeles Clippers,0.0,0.0,97.0,172,32.0,3.0,55.0,108,12.5,0.419,0.33299999999999996,82,0.8290000000000001,352,0.0
900000,2008,Sam Cassell,PG,38,Boston Celtics,1.0,0.0,31.0,35,9.0,3.0,19.0,29,11.0,0.385,0.409,25,0.84,130,1.0
3500000,2008,Eddie Jones,SG,36,Dallas Mavericks,0.0,0.0,132.0,69,26.0,8.0,29.0,72,7.6,0.36700000000000005,0.293,14,0.7140000000000001,176,0.0
600000,2008,Antoine Walker,PF,31,Minnesota Timberwolves,0.0,0.0,168.0,45,33.0,8.0,46.0,80,11.4,0.363,0.324,66,0.53,368,0.0
700000,2008,Brian Skinner,C,31,Phoenix Suns,0.0,0.0,238.0,15,21.0,77.0,39.0,112,11.4,0.465,0.667,63,0.524,219,0.0
2600000,2008,Stephon Marbury,PG,30,New York Knicks,0.0,0.0,59.0,113,21.0,2.0,48.0,57,13.8,0.419,0.37799999999999995,116,0.716,333,0.0
700000,2008,Jarron Collins,C,29,Utah Jazz,0.0,0.0,116.0,37,10.0,6.0,22.0,106,6.1,0.439,0.0,74,0.622,118,0.0
900000,2008,David Harrison,C,25,Indiana Pacers,0.0,0.0,118.0,14,20.0,59.0,58.0,164,8.6,0.529,0.0,96,0.51,229,0.0
700000,2008,Kirk Snyder,SF,24,Minnesota Timberwolves,0.0,0.0,114.0,56,19.0,14.0,48.0,49,13.2,0.516,0.214,77,0.753,227,0.0
900000,2008,Ira Newble,SF,33,Los Angeles Lakers,0.0,1.0,11.0,3,1.0,1.0,3.0,5,10.0,0.33299999999999996,0.5,0,0.0,7,1.0
1100000,2008,Michael Ruffin,C,31,Milwaukee Bucks,0.0,0.0,186.0,24,31.0,19.0,19.0,93,12.1,0.532,0.0,63,0.397,91,0.0
700000,2008,Damon Stoudamire,PG,34,San Antonio Spurs,0.0,0.0,47.0,53,11.0,2.0,30.0,30,4.6,0.301,0.255,8,0.75,106,0.0
2300000,2008,Dikembe Mutombo,C,41,Houston Rockets,0.0,0.0,199.0,5,11.0,48.0,17.0,55,14.5,0.5379999999999999,0.0,45,0.711,118,0.0
700000,2008,Jason Hart,PG,29,Utah Jazz,0.0,0.0,55.0,86,30.0,3.0,28.0,75,8.0,0.322,0.355,45,0.8440000000000001,165,0.0
2900000,2008,Robert Horry,PF,37,San Antonio Spurs,0.0,0.0,109.0,47,21.0,19.0,22.0,55,9.6,0.319,0.257,28,0.643,112,0.0
600000,2008,Brian Cook,PF,27,Orlando Magic,0.0,1.0,99.0,24,11.0,12.0,35.0,87,9.5,0.39399999999999996,0.39,17,0.882,224,1.0
700000,2008,Stromile Swift,PF,28,New Jersey Nets,0.0,0.0,70.0,4,5.0,18.0,12.0,39,12.7,0.47700000000000004,0.0,28,0.75,105,0.0
600000,2008,Dwayne Jones,PF,24,Cleveland Cavaliers,0.0,0.0,140.0,10,10.0,25.0,17.0,88,11.1,0.532,0.0,58,0.483,78,0.0
600000,2008,Austin Croshere,PF,32,Golden State Warriors,0.0,0.0,104.0,30,8.0,6.0,22.0,60,13.2,0.445,0.361,32,0.9059999999999999,173,0.0
700000,2008,Gordan Giricek,SG,30,Phoenix Suns,0.0,0.0,51.0,35,8.0,2.0,23.0,49,12.3,0.49700000000000005,0.38,17,0.941,193,0.0
800000,2008,Juan Dixon,PG,29,Detroit Pistons,0.0,0.0,28.0,32,0.0,0.0,19.0,24,12.4,0.48,0.39399999999999996,7,0.429,110,0.0
900000,2008,Andre Owens,PG,27,Indiana Pacers,0.0,0.0,47.0,47,13.0,3.0,24.0,37,10.0,0.374,0.45,34,0.735,123,0.0
1000000,2008,Alonzo Mourning,C,37,Miami Heat,0.0,0.0,93.0,7,4.0,42.0,25.0,56,16.2,0.547,0.0,76,0.5920000000000001,149,0.0
700000,2008,Chucky Atkins,SG,33,Denver Nuggets,0.0,0.0,31.0,47,9.0,1.0,10.0,27,8.9,0.344,0.316,9,0.444,113,0.0
800000,2008,Ruben Patterson,SF,32,Los Angeles Clippers,0.0,0.0,64.0,17,21.0,7.0,27.0,37,10.9,0.45299999999999996,0.0,43,0.5579999999999999,102,0.0
800000,2008,Anfernee Hardaway,SF,36,Miami Heat,0.0,0.0,35.0,35,19.0,1.0,13.0,24,9.0,0.36700000000000005,0.42100000000000004,9,0.889,60,0.0
700000,2008,Kasib Powell,SF,26,Miami Heat,0.0,0.0,44.0,18,9.0,2.0,5.0,18,9.0,0.368,0.242,9,0.667,84,0.0
800000,2008,Stephane Lasme,PF,25,Miami Heat,0.0,0.0,53.0,3,13.0,22.0,15.0,35,11.7,0.451,0.0,32,0.594,83,0.0
700000,2008,Raef LaFrentz,C,31,Portland Trail Blazers,0.0,0.0,67.0,6,12.0,17.0,10.0,59,10.4,0.44299999999999995,0.0,19,0.579,65,0.0
600000,2008,Nick Fazekas,PF,22,Los Angeles Clippers,0.0,0.0,86.0,11,8.0,11.0,13.0,25,19.8,0.5710000000000001,0.0,22,0.682,103,0.0
600000,2008,Lindsey Hunter,PG,37,Detroit Pistons,0.0,0.0,13.0,33,13.0,2.0,13.0,30,8.8,0.344,0.26899999999999996,9,0.778,58,0.0
1600000,2008,P.J. Brown,PF,38,Boston Celtics,1.0,0.0,68.0,10,5.0,8.0,10.0,29,10.2,0.341,0.0,16,0.688,39,1.0
800000,2008,Calvin Booth,C,31,Philadelphia 76ers,0.0,0.0,38.0,8,6.0,18.0,4.0,35,7.1,0.33299999999999996,0.0,10,0.6,24,0.0
1200000,2008,Steve Francis,PG,30,Houston Rockets,0.0,0.0,23.0,30,9.0,5.0,14.0,25,9.1,0.33299999999999996,0.235,23,0.565,55,0.0
800000,2008,Scot Pollard,C,32,Boston Celtics,1.0,0.0,37.0,3,3.0,6.0,5.0,43,8.7,0.522,0.0,22,0.682,39,1.0
900000,2008,James Augustine,PF,23,Orlando Magic,0.0,0.0,30.0,2,5.0,2.0,6.0,18,10.8,0.529,0.0,8,0.5,40,0.0
800000,2008,Bobby Jones,SF,24,San Antonio Spurs,0.0,0.0,2.0,1,2.0,0.0,1.0,1,3.4,0.25,0.0,0,0.0,2,0.0
800000,2008,Chris Webber,PF,34,Golden State Warriors,0.0,0.0,32.0,18,4.0,6.0,11.0,17,10.7,0.484,0.0,12,0.41700000000000004,35,0.0
700000,2008,Mike Wilks,PG,28,Seattle Supersonics,0.0,0.0,1.0,5,1.0,0.0,3.0,2,17.7,0.556,0.0,2,1.0,12,0.0
600000,2008,Primoz Brezec,C,28,Toronto Raptors,0.0,0.0,18.0,1,1.0,2.0,4.0,25,10.2,0.447,0.0,21,0.667,48,0.0
1000000,2008,Jorge Garbajosa,PF,30,Toronto Raptors,0.0,0.0,15.0,3,3.0,0.0,1.0,2,10.4,0.32,0.375,0,0.0,22,0.0
700000,2008,Coby Karl,SG,24,Los Angeles Lakers,0.0,1.0,14.0,9,4.0,2.0,5.0,4,15.8,0.34600000000000003,0.308,10,0.8,30,1.0
1000000,2008,Linton Johnson,PF,27,Toronto Raptors,0.0,0.0,1.0,1,0.0,0.0,3.0,1,1.1,0.4,0.0,2,1.0,6,0.0
900000,2008,Cheikh Samb,C,23,Detroit Pistons,0.0,0.0,7.0,0,1.0,2.0,1.0,8,12.0,0.75,0.0,2,0.5,7,0.0
5300000,2009,Wally Szczerbiak,SF,31,Cleveland Cavaliers,0.0,0.0,232.0,82,28.0,10.0,55.0,130,12.1,0.45,0.41100000000000003,106,0.8490000000000001,517,0.0
2100000,2009,Bruce Bowen,SF,37,San Antonio Spurs,0.0,0.0,145.0,40,36.0,13.0,25.0,123,5.4,0.42200000000000004,0.429,26,0.5379999999999999,214,0.0
1400000,2009,Fred Jones,SF,29,Los Angeles Clippers,0.0,0.0,126.0,188,53.0,11.0,66.0,112,10.4,0.40700000000000003,0.36700000000000005,81,0.815,378,0.0
700000,2009,Bobby Jackson,PG,35,Sacramento Kings,0.0,0.0,200.0,143,62.0,4.0,66.0,100,12.4,0.39799999999999996,0.305,101,0.851,532,0.0
5000000,2009,Leon Powe,PF,25,Boston Celtics,0.0,0.0,345.0,46,24.0,38.0,76.0,192,17.2,0.524,0.0,267,0.6890000000000001,538,0.0
700000,2009,Javaris Crittenton,PG,21,Washington Wizards,0.0,0.0,160.0,145,39.0,6.0,79.0,96,10.3,0.45899999999999996,0.14300000000000002,81,0.593,298,0.0
700000,2009,Trenton Hassell,SF,29,New Jersey Nets,0.0,0.0,146.0,51,21.0,16.0,30.0,92,7.2,0.45,0.25,25,0.8,194,0.0
700000,2009,Desmond Mason,SG,31,Oklahoma City Thunder,0.0,0.0,157.0,46,15.0,30.0,56.0,96,7.1,0.435,0.0,85,0.541,294,0.0
2200000,2009,Francisco Elson,C,32,Milwaukee Bucks,0.0,0.0,229.0,32,36.0,36.0,48.0,144,10.3,0.491,0.25,39,0.846,200,0.0
